,id,time,activity,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,call,circumplex.arousal,circumplex.valence,mood,screen,sms,weekdaydummy0,weekdaydummy1,weekdaydummy2,weekdaydummy3,weekdaydummy4,weekdaydummy5,weekdaydummy6,min_temp,max_temp,sun,rain,total_appuse
34,AS14.01,744.0,0.12413380561421122,0.8305098221458342,0.08940640768618566,0.10660000443004347,0.06816055439780828,0.02748351263592119,0.12298686209047897,0.1225024143767949,0.06772445775543985,0.031197588111743498,0.0223326166104019,0.051086269726761155,0.34295219751357026,0.0,0.55,0.6923076923076923,0.7894736842105263,0.3422093033974851,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3354838709677419,0.5645933014354066,0.697986577181208,0.0,0.19229719056991268
35,AS14.01,768.0,0.08935258313613444,0.8245334214324945,0.07531876470170985,0.16822605299764623,0.06816055439780828,0.02748351263592119,0.12298686209047897,0.05212546165490649,0.06399407964867634,0.06119727261822756,0.034705089241658056,0.10290072207644574,0.34295219751357026,0.0,0.375,0.6153846153846154,0.7105263157894737,0.35259355030235257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5225806451612903,0.6124401913875598,0.3959731543624161,0.0,0.21897026912660475
36,AS14.01,792.0,0.12832482482236085,0.8241366563722399,0.07715010902093936,0.050303085568079275,0.03973576410506275,0.019581583490671173,0.12298686209047897,0.12360468040413602,0.06443751636003561,0.06562198528910743,0.03056855479533138,0.03136875109454091,0.34295219751357026,0.0,0.5,0.5692307692307692,0.6947368421052633,0.21362532864638806,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6774193548387096,0.6220095693779903,0.4966442953020134,0.0,0.167254289910822
37,AS14.01,816.0,0.16281811934290402,0.8223477535681484,0.057707611601364964,0.041585421652531845,0.09618458766808927,0.030148362717158417,0.1142016800481287,0.06878152690048965,0.04421020137480118,0.1794405579358295,0.0223326166104019,0.05013341639476005,0.34295219751357026,0.0,0.55,0.38461538461538464,0.47368421052631576,0.2393156041004931,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.503225806451613,0.5645933014354066,0.5503355704697986,0.0,0.18303815575610882
38,AS14.01,840.0,0.18549524154397962,0.8266448703361567,0.06261583276923248,0.044937809473906784,0.08145585589179347,0.02748351263592119,0.335849939467762,0.06433659534353312,0.06357052183981664,0.06119727261822756,0.0223326166104019,0.056104229265479665,0.34295219751357026,0.0,0.5833333333333334,0.5897435897435898,0.5526315789473684,0.214863493619406,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.38064516129032255,0.569377990430622,0.46308724832214765,0.0,0.1872524146492207
39,AS14.01,864.0,0.08961740712444216,0.825967389735505,0.0825275259400571,0.04834140010685509,0.16516886374504866,0.02748351263592119,0.12298686209047897,0.06352351789667804,0.041859956051400075,0.034073181490526856,0.0223326166104019,0.036027626571377445,0.34295219751357026,0.0,0.2,0.38461538461538464,0.536842105263158,0.19743301152096024,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.567741935483871,0.6842105263157895,0.5436241610738255,0.0,0.16330414902238932
40,AS14.01,888.0,0.2305832605330933,0.8224391409507574,0.0759724149747872,0.09477914828115966,0.06816055439780828,0.02748351263592119,0.12298686209047897,0.10991331489179154,0.0826028522849226,0.0403919386726793,0.0223326166104019,0.02454945303574131,0.34295219751357026,0.0,0.55,0.5076923076923077,0.5052631578947369,0.16551578536226236,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7290322580645161,0.3301435406698564,0.0,0.0,0.18562143666172365
41,AS14.01,912.0,0.18314549646470893,0.8233524660101971,0.07019088498781687,0.07473714799750464,0.06816055439780828,0.02748351263592119,0.12298686209047897,0.04772668198061314,0.05182163317716628,0.05602505848613846,0.0223326166104019,0.03370425860472132,0.34295219751357026,0.0,0.4,0.5692307692307692,0.6000000000000001,0.1660633603841671,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5935483870967742,0.4736842105263157,0.4832214765100671,0.0,0.1700878647222665
42,AS14.01,936.0,0.07537987754743784,0.8369434411371351,0.07968682029141655,0.09183380989360954,0.06816055439780828,0.021934137086697867,0.12298686209047897,0.09661888630838796,0.07373412472407845,0.06119727261822756,0.0223326166104019,0.02275713454019706,0.34295219751357026,0.0,0.3125,0.5384615384615385,0.5526315789473684,0.1947525966269423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.632258064516129,0.430622009569378,0.0,0.12,0.18547147518131704
43,AS14.01,960.0,0.0922240158405392,0.8237528226329767,0.09269468019116169,0.0729034736500021,0.055637062501691786,0.02748351263592119,0.06336574098143924,0.10514045650212273,0.07046743400791777,0.10788764923379274,0.0223326166104019,0.06655409227237485,0.34295219751357026,0.0,0.33333333333333337,0.46153846153846156,0.5526315789473684,0.22562375114500008,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7548387096774194,0.6459330143540669,0.20134228187919462,0.28800000000000003,0.18942559204177178
44,AS14.01,984.0,0.13710042729527164,0.8222810841705366,0.06295967737134611,0.07506392025545866,0.03636006821319329,0.02748351263592119,0.12298686209047897,0.15624663202361752,0.067598822992502,0.06119727261822756,0.0223326166104019,0.04709776037657239,0.34295219751357026,0.0,0.4,0.4871794871794872,0.5684210526315789,0.22359405595295065,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.432258064516129,0.29186602870813394,0.4161073825503356,0.192,0.18009763927244177
45,AS14.01,1008.0,0.21910736889102733,0.8263971013778054,0.06579596651411801,0.07674901588567314,0.06816055439780828,0.02748351263592119,0.12298686209047897,0.050957403419645095,0.050384137019478935,0.06119727261822756,0.0223326166104019,0.14847610691256447,0.34295219751357026,0.0,0.3,0.6923076923076923,0.6947368421052633,0.2116589493385474,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4258064516129032,0.3157894736842105,0.7382550335570469,0.0,0.1853056006565297
46,AS14.01,1032.0,0.10811120774280983,0.8233370071676627,0.08155451031364286,0.048525927070003194,0.06816055439780828,1.91264520002171e-05,0.08597434621469262,0.05896584370053698,0.04457921698404654,0.06119727261822756,0.0223326166104019,0.06670897403707043,0.34295219751357026,0.0,0.4,0.6307692307692307,0.6947368421052633,0.27381410075004503,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6129032258064516,0.3588516746411483,0.10067114093959731,0.0,0.14046277790128148
47,AS14.01,1056.0,0.1455803895048619,0.8295763864454478,0.050764902038191916,0.06922319848479289,0.0993298234216676,0.02748351263592119,0.12298686209047897,0.029886145668456588,0.05240999218108894,0.06124278710806517,0.0223326166104019,0.06304104765312125,0.34295219751357026,0.0,0.2,0.6307692307692307,0.631578947368421,0.18944596031836305,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4064516129032258,0.4019138755980861,0.3959731543624161,0.0,0.17200294760801413
48,AS14.01,1080.0,0.1314982614201672,0.822191229687247,0.08567664982393627,0.17970719396085888,0.06816055439780828,0.02748351263592119,0.12298686209047897,0.04595156031081536,0.05028006834386756,0.008877819259004237,0.0223326166104019,0.0361277719375212,0.34295219751357026,0.0,0.3125,0.6153846153846154,0.6710526315789473,0.23471064616067466,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1806451612903226,0.37799043062200954,0.44966442953020136,0.0,0.19821489561462638
49,AS14.01,1104.0,0.025519783133203394,0.8229314504446196,0.08932071463573264,0.06083110922007762,0.055172833825081875,0.02748351263592119,0.12298686209047897,0.029821775094774013,0.019169225308573956,0.06119727261822756,0.0223326166104019,0.054166829431024806,0.34295219751357026,0.0,0.1875,0.6923076923076923,0.7894736842105263,0.179599922021391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4967741935483871,0.3014354066985646,0.6510067114093959,0.0,0.161156602352195
50,AS14.01,1128.0,0.15268068239929244,0.8220461750012791,0.09006285382354691,0.11061716787319233,0.09394991383121745,0.02748351263592119,0.12298686209047897,0.05069057163848663,0.05179386703104357,0.025950272736075402,0.0223326166104019,0.06752879685911715,0.34295219751357026,0.0,0.2,0.5692307692307692,0.6631578947368422,0.22524665058887813,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32903225806451614,0.215311004784689,0.47651006711409394,0.08,0.1848708900057684
51,AS14.01,1152.0,0.16401031629126395,0.8233899473964775,0.07153485119369836,0.04829840132675801,0.022627200461972943,0.02748351263592119,0.12298686209047897,0.08803420067750477,0.07520145317714312,0.014852550378172506,0.0223326166104019,0.05237803553740279,0.34295219751357026,0.0,0.5,0.6307692307692307,0.536842105263158,0.19319496163765154,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1806451612903226,0.19138755980861244,0.3825503355704698,0.0,0.1629146207670079
52,AS14.01,1176.0,0.17831251331596104,0.8228227838941308,0.060848626623955654,0.022507375967322593,0.06816055439780828,0.02748351263592119,0.12298686209047897,0.01936559123878837,0.07566939036052603,0.06119727261822756,0.0223326166104019,0.05892690114147124,0.34295219751357026,0.0,0.6875,0.5384615384615385,0.6631578947368422,0.20587244932822207,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.12903225806451613,0.36842105263157887,0.87248322147651,0.0,0.16017005763587033
53,AS14.01,1200.0,0.1035944141532948,0.821436907888951,0.07935940324717276,0.02720926103899067,0.06816055439780828,0.02748351263592119,0.12298686209047897,0.04276918980488455,0.05876641454962656,0.06119727261822756,0.0223326166104019,0.0429622149196022,0.34295219751357026,0.0,0.4,0.5692307692307692,0.5684210526315789,0.24870154405777065,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3096774193548387,0.49282296650717705,0.4093959731543624,0.12,0.15908179594424954
54,AS14.01,1224.0,0.13548249483759223,0.8306229770795333,0.11391681277403336,0.0843281921686749,0.10840541993263751,0.02748351263592119,0.12298686209047897,0.01954113104835727,0.06511444001990463,0.03803481793088773,0.0223326166104019,0.0584062445678716,0.34295219751357026,0.0,0.3,0.6307692307692307,0.6000000000000001,0.2829617207150479,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3870967741935484,0.22488038277511957,0.30201342281879195,0.10400000000000001,0.18678755657639212
55,AS14.01,1248.0,0.18097291861348458,0.8243352141898384,0.06582713578954157,0.07656536744070107,0.1010622219816113,0.010958285988859036,0.12298686209047897,0.01640153252170826,0.040987866886156084,0.11541523664023581,0.0223326166104019,0.04614618943952851,0.34295219751357026,0.0,0.45,0.6923076923076923,0.7578947368421052,0.19879191670220364,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4064516129032258,0.3971291866028708,0.6778523489932886,0.056,0.16550334742241843
56,AS14.01,1272.0,0.13617070846242377,0.8227654053781832,0.10024302948190902,0.05912157527057151,0.029092114879679505,0.02748351263592119,0.12298686209047897,0.019620419816274905,0.07112006609862048,0.06119727261822756,0.0223326166104019,0.030630996035063612,0.34295219751357026,0.0,0.4375,0.6153846153846154,0.6710526315789473,0.23670331376565912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7161290322580645,0.6746411483253588,0.6308724832214765,0.0,0.1724686791968646
57,AS14.01,1296.0,0.15286552250118804,0.8279281488412958,0.08143383414758402,0.017560824662514993,0.06824477347986536,0.02748351263592119,0.12298686209047897,0.04784130412272007,0.0702423635537817,0.040667142445575316,0.0223326166104019,0.05542136761334006,0.34295219751357026,0.0,0.4375,0.6923076923076923,0.7263157894736842,0.2037975073718942,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6645161290322581,0.3971291866028708,0.22147651006711408,0.07200000000000001,0.15951746995949118
58,AS14.01,1320.0,0.16731810755400436,0.8242262427222686,0.07652065444455734,0.03799393981384466,0.03657549016954046,0.02748351263592119,0.12298686209047897,0.04143232595178571,0.07773405159240626,0.06119727261822756,0.0223326166104019,0.052841248687584635,0.34295219751357026,0.0,0.55,0.6923076923076923,0.6947368421052633,0.22229308187407276,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5870967741935483,0.4976076555023923,0.5637583892617449,0.0,0.16795976631447704
59,AS14.01,1344.0,0.08369711728065457,0.824687079748157,0.08217321896041546,0.037280799629463235,0.033923882738272466,0.02748351263592119,0.12298686209047897,0.020957283669373727,0.05006103235739558,0.06119727261822756,0.0223326166104019,0.0591773089351912,0.34295219751357026,0.0,0.55,0.6923076923076923,0.7263157894736842,0.24148611966830924,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4967741935483871,0.6267942583732057,0.7181208053691275,0.0,0.1605003353720761
60,AS14.01,1368.0,0.09264693979944276,0.8264646667114671,0.09196184017749238,0.047103062397791606,0.06292125707170505,0.02748351263592119,0.12298686209047897,0.026382745817369564,0.08826046099135063,0.030449850153552265,0.0223326166104019,0.050995004971116024,0.34295219751357026,0.0,0.4,0.6923076923076923,0.7263157894736842,0.353473368062761,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.567741935483871,0.5933014354066986,0.1476510067114094,0.056,0.1718838297351771
61,AS14.01,1392.0,0.1984986374220076,0.8229184696336692,0.08342960337255065,0.04864782840259574,0.0407361791588844,0.02748351263592119,0.12298686209047897,0.04704072424964127,0.11150682553588252,0.03770129452507582,0.0223326166104019,0.034520055073159556,0.34295219751357026,0.0,0.45,0.6307692307692307,0.6631578947368422,0.1813691576386937,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8129032258064516,0.7655502392344496,0.6778523489932886,0.04,0.175844076081814
62,AS14.01,1416.0,0.16878820450332507,0.8254992041114019,0.08156994976211152,0.12352085310736144,0.03933593644262783,0.02748351263592119,0.12298686209047897,0.03382494341799677,0.025457278703090433,0.042064563676073474,0.003181627228946208,0.03872320035023144,0.34295219751357026,0.0,0.45,0.6923076923076923,0.7263157894736842,0.22695533242550486,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6709677419354838,0.5167464114832535,0.37583892617449666,0.0,0.17125857554594287
63,AS14.01,1440.0,0.05547373776153543,0.8329093739559683,0.09501346438583674,0.07297144506365874,0.06816055439780828,0.02748351263592119,0.12298686209047897,0.11716559091006215,0.015090864169463099,0.06119727261822756,0.0223326166104019,0.02498250222343626,0.34295219751357026,0.0,0.5,0.6923076923076923,0.7105263157894737,0.20313882818179657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.632258064516129,0.39234449760765544,0.09395973154362416,0.40800000000000003,0.17009050922417923
64,AS14.01,1464.0,0.03581044035767033,0.828431772065256,0.09614291766823385,0.051252220966195534,0.08603456676501638,0.02748351263592119,0.12298686209047897,0.05072607407188255,0.05014760280288733,0.06119727261822756,0.0223326166104019,0.04491801107533378,0.34295219751357026,0.0,0.3,0.6307692307692307,0.7263157894736842,0.27630185075892494,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5741935483870968,0.42105263157894735,0.040268456375838924,0.0,0.17117667400696604
65,AS14.01,1488.0,0.1870270803969211,0.8301434462086413,0.06792294210793777,0.06356604120403295,0.06816055439780828,0.06465619031522345,0.12298686209047897,0.027040428396029634,0.11848387272636587,0.03749627924157494,0.0223326166104019,0.0568387419724306,0.34295219751357026,0.0,0.4375,0.6923076923076923,0.631578947368421,0.24241615485954904,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7354838709677419,0.4114832535885167,0.19463087248322147,0.096,0.21640442840091428
66,AS14.01,1512.0,0.23812542224955188,0.8238389001100753,0.06335141988046479,0.032375815797468996,0.055753458029938,0.02748351263592119,0.12298686209047897,0.11655670774100976,0.010650987324524724,0.03042930379678742,0.0223326166104019,0.05920364652743862,0.34295219751357026,0.0,0.4,0.6153846153846154,0.7578947368421052,0.16479768075577722,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6838709677419355,0.4019138755980861,0.053691275167785234,0.0,0.14498644179281356
67,AS14.01,1536.0,0.06746133750805298,0.8261837388519647,0.0721280982625383,0.057369972437856236,0.14610714786661516,0.02748351263592119,0.10418229487741293,0.022961198798834338,0.08336296988825491,0.06119727261822756,0.0223326166104019,0.04682119893569371,0.34295219751357026,0.0,0.4,0.6923076923076923,0.7894736842105263,0.17378925512259258,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6645161290322581,0.4880382775119617,0.2550335570469799,0.10400000000000001,0.17772194799093183
68,AS14.01,1560.0,0.14076597490706222,0.8232768747675232,0.08848823046645085,0.05732674645373366,0.1019074752224469,0.02748351263592119,0.12298686209047897,0.017538793804825373,0.051784037363279335,0.06119727261822756,0.0223326166104019,0.01252528095312987,0.34295219751357026,0.0,0.45,0.6923076923076923,0.7263157894736842,0.24841329695313663,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.32903225806451614,0.27751196172248804,0.174496644295302,0.0,0.16581814799823758
69,AS14.01,1584.0,0.13057334509923166,0.8264758859736727,0.08540122153223752,0.07307444357496576,0.06512735836288337,0.02748351263592119,0.12298686209047897,0.027155219597343228,0.025657562270597022,0.25740655068659196,0.03141922364943224,0.08387689107047763,0.34295219751357026,0.0,0.45,0.6923076923076923,0.7894736842105263,0.29197369607733165,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2838709677419355,0.30622009569377984,0.6241610738255033,0.0,0.2100613270561618
70,AS14.01,1608.0,0.10326433881970856,0.8358270231861491,0.07691527059494765,0.062367210272675784,0.06816055439780828,0.02748351263592119,0.12298686209047897,0.02118607712903656,0.11391850933348492,0.06119727261822756,0.0223326166104019,0.054166829431024806,0.34295219751357026,0.0,0.375,0.6923076923076923,0.7894736842105263,0.2892694442722985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16129032258064516,0.26794258373205737,0.44295302013422816,0.0,0.1904831404030079
99,AS14.02,0.0,0.48296418437320754,0.8236754654373164,0.03294617922998957,0.08666156881064244,,,,0.10623963052555277,0.011549352147706925,0.03290655642392664,,0.008128728911845236,,0.0,0.5,0.38461538461538464,0.5263157894736841,0.07642142815816202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.26794258373205737,0.4697986577181208,0.0,0.09743134108233542
100,AS14.02,24.0,0.30589607554543286,0.8261126180455836,0.07139441271173913,0.10515435560884832,,,,0.05584458809780919,0.011109706290721263,0.03290655642392664,,0.008128728911845236,,0.0,0.625,0.5384615384615385,0.5921052631578947,0.11932650127014624,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5806451612903226,0.22488038277511957,0.0,0.0,0.1079618739752011
101,AS14.02,48.0,0.3994766762516792,0.8284622421431818,0.040882278488749056,0.02839889301808615,,,,0.0841401754411917,0.012123789896636216,0.03290655642392664,,0.008128728911845236,,0.0,0.65,0.6307692307692307,0.8210526315789473,0.08547302445803392,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.49032258064516127,0.1866028708133971,0.03355704697986577,0.12,0.07994871196811561
102,AS14.02,72.0,0.574471507728912,0.8283491618670515,0.06092192729425781,0.015205215152996839,,,,0.08322263477364733,0.010251580132952716,0.03163793389422645,,0.008128728911845236,,0.0,0.6,0.5076923076923077,0.6000000000000001,0.11106930558129949,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.49032258064516127,0.30622009569377984,0.4161073825503356,0.0,0.0781669999391442
103,AS14.02,96.0,0.435041868559056,0.8289647569347993,0.05863799424217917,0.013690818007531736,,,,0.04338767178000326,0.016119734001770077,0.03290655642392664,,0.008128728911845236,,0.0,0.375,0.6153846153846154,0.6710526315789473,0.08559477764769566,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.432258064516129,0.6172248803827751,0.7583892617449665,0.0,0.07715003325036017
104,AS14.02,120.0,0.5271427449440496,0.8294363262072826,0.05696548694501834,0.1509395163516542,,,,0.035274626114998306,0.01791247492105618,0.04391750137174948,,0.008128728911845236,,0.0,0.3125,0.6153846153846154,0.7105263157894737,0.11164729647146444,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3548387096774193,0.22488038277511957,0.30201342281879195,0.8,0.12446074688063145
105,AS14.02,144.0,0.8118301904871754,0.8258028051136809,0.039676638221135825,0.03552073894007132,,,,0.04305557610094525,0.011633530643782652,0.03574764922091893,,0.008128728911845236,,0.0,0.25,0.23076923076923078,0.5526315789473684,0.08093779468995832,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3096774193548387,0.16746411483253587,0.22818791946308725,0.016,0.07937566353357942
106,AS14.02,168.0,0.4908673765186715,0.8243508325406884,0.04747805567111369,0.021636425785676865,,,,0.07066019733435895,0.02132607569610461,0.038456814236290715,,0.008128728911845236,,0.0,0.25,0.38461538461538464,0.513157894736842,0.10001330973387972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.23225806451612901,0.12440191387559807,0.42953020134228187,0.136,0.08043416788037559
107,AS14.02,192.0,0.2841576245553298,0.8290158762338615,0.039071193818779715,0.00969396003241205,,,,0.07595804795787044,0.019931040470158985,0.03290655642392664,,0.008128728911845236,,0.0,0.55,0.3230769230769231,0.536842105263158,0.05260937511960031,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07096774193548387,0.13397129186602869,0.6912751677852349,0.07200000000000001,0.07537996737660266
108,AS14.02,216.0,0.4195507073774956,0.8245761022176266,0.05163770897116627,0.09015846001108832,,,,0.0387597816600346,0.012404435159741612,0.03290655642392664,,0.008128728911845236,,0.0,0.1875,0.6153846153846154,0.75,0.06708955494693479,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05806451612903226,0.17703349282296654,0.6040268456375839,0.0,0.0985663857078878
109,AS14.02,240.0,0.5350155207301476,0.8304961521641943,0.046438725375178645,0.02942851447086932,,,,0.02878951494800373,0.033727739879847896,0.03290655642392664,,0.008128728911845236,,0.0,0.2,0.5076923076923077,0.6631578947368422,0.07535139761834966,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08133971291866027,0.2953020134228188,0.032,0.08491109422221019
110,AS14.02,264.0,0.41652093727687084,0.825575655389244,0.06103936839736453,0.03955739567660815,,,,0.13279192122404498,0.010956535759316375,0.03290655642392664,,0.009589609309828833,,0.0,0.5,0.5384615384615385,0.6710526315789473,0.07865865179843308,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1935483870967742,0.32057416267942584,0.5637583892617449,0.024,0.08872987252642278
