,mood,circumplex.arousal,circumplex.valence,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,call,screen,sms,activity
0,0.513157894736842,0.4375,0.6153846153846154,0.8162750525933052,0.0,0.004672373488371631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1,0.5263157894736841,0.5,0.4871794871794872,0.8162750525933052,0.0,0.004672373488371631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.5052631578947369,0.55,0.4461538461538462,0.8313475728226483,0.0995533996960137,0.051583558720061255,0.041626337581330324,0.0,0.2131352061844187,0.17370542002121409,0.07690746030964031,0.07275235673997153,0.0,0.03605447006155259,0.0,1.0,0.35765168600580644,0.0,0.13518476776198535
3,0.536842105263158,0.65,0.5384615384615385,0.824494287676903,0.09890048266943172,0.04527372213907625,0.04722087791937767,0.0,0.0,0.08126512703187658,0.042459980807476726,0.06688336602350106,0.0,0.10788076900852711,0.0,1.0,0.15021406047434774,1.0,0.4311382924701313
4,0.6000000000000001,0.55,0.6307692307692307,0.8290926094404472,0.08819683302459151,0.030185126228138646,0.07293347045222348,0.0,0.0,0.07034937526686644,0.058002460619528046,0.0,0.0,0.08278370740915006,0.3505861177773675,0.0,0.21158854284702702,0.0,0.2597986490004707
5,0.47368421052631576,0.7,0.38461538461538464,0.821538070996807,0.06727805482455186,0.05367328296968957,0.038207327346704664,0.0,0.011176212860442146,0.0642971824699902,0.07212591191528091,0.015689935850775057,0.0,0.027691791243956865,0.0,1.0,0.24220498659365775,0.0,0.1437145533491408
6,0.5921052631578947,0.625,0.5384615384615385,0.8268664345095003,0.0915790158364548,0.032817696106289304,0.07234701833629079,0.0,0.0,0.17274494233752785,0.07945024977433221,0.0,0.011903489940558867,0.06133054874542208,0.0,0.0,0.29325182638209857,1.0,0.13976158714769427
7,0.5684210526315789,0.45,0.5692307692307692,0.8252114766129164,0.07860084036530991,0.1279962832974089,0.05862392679822911,0.0,0.0,0.09418622399199351,0.09397710407473558,0.0,0.0,0.09180610242991066,0.0,0.0,0.19191074719023588,0.0,0.12735463015073956
8,0.631578947368421,0.55,0.6307692307692307,0.8247071143706457,0.06285573034800976,0.06944952742345695,0.09459186965639618,0.0,0.056453798798464294,0.05654380666987389,0.08339056856156284,0.04241414796992265,0.0,0.044782787384506,0.0,1.0,0.22038801023099835,1.0,0.15598588482835202
9,0.536842105263158,0.35,0.5692307692307692,0.8240033005316968,0.046064406514496226,0.08964517605681108,0.08561864816905952,0.045463218134719666,0.0,0.2182759799915375,0.02971254096954693,0.07764333174364693,0.0,0.08301951687950053,0.0,1.0,0.17651003449015595,0.0,0.1312108997248607
