,id,time,mood,total_appuse,total_appuse_lag1,total_appuse_lag2,total_appuse_lag3,total_appuse_lag4,total_appuse_lag5
7,AS14.01,672.0,0.5684210526315789,0.2093931330232041,0.17473318401338908,0.14699141808568272,0.16799823748657294,0.17236611941810984,0.1918580709132102
8,AS14.01,696.0,0.631578947368421,0.1688565933480339,0.2093931330232041,0.17473318401338908,0.14699141808568272,0.16799823748657294,0.17236611941810984
9,AS14.01,720.0,0.5368421052631579,0.19763977959956947,0.1688565933480339,0.2093931330232041,0.17473318401338908,0.14699141808568272,0.16799823748657294
10,AS14.01,744.0,0.7894736842105263,0.19229719056991268,0.19763977959956947,0.1688565933480339,0.2093931330232041,0.17473318401338908,0.14699141808568272
11,AS14.01,768.0,0.7105263157894737,0.21897026912660475,0.19229719056991268,0.19763977959956947,0.1688565933480339,0.2093931330232041,0.17473318401338908
12,AS14.01,792.0,0.6947368421052633,0.167254289910822,0.21897026912660475,0.19229719056991268,0.19763977959956947,0.1688565933480339,0.2093931330232041
13,AS14.01,816.0,0.4736842105263158,0.1830381557561088,0.167254289910822,0.21897026912660475,0.19229719056991268,0.19763977959956947,0.1688565933480339
14,AS14.01,840.0,0.5526315789473684,0.1872524146492207,0.1830381557561088,0.167254289910822,0.21897026912660475,0.19229719056991268,0.19763977959956947
15,AS14.01,864.0,0.5368421052631579,0.16330414902238932,0.1872524146492207,0.1830381557561088,0.167254289910822,0.21897026912660475,0.19229719056991268
16,AS14.01,888.0,0.5052631578947369,0.18562143666172365,0.16330414902238932,0.1872524146492207,0.1830381557561088,0.167254289910822,0.21897026912660475
17,AS14.01,912.0,0.6000000000000001,0.1700878647222665,0.18562143666172365,0.16330414902238932,0.1872524146492207,0.1830381557561088,0.167254289910822
18,AS14.01,936.0,0.5526315789473684,0.18547147518131704,0.1700878647222665,0.18562143666172365,0.16330414902238932,0.1872524146492207,0.1830381557561088
19,AS14.01,960.0,0.5526315789473684,0.18942559204177176,0.18547147518131704,0.1700878647222665,0.18562143666172365,0.16330414902238932,0.1872524146492207
20,AS14.01,984.0,0.5684210526315789,0.18009763927244174,0.18942559204177176,0.18547147518131704,0.1700878647222665,0.18562143666172365,0.16330414902238932
21,AS14.01,1008.0,0.6947368421052633,0.1853056006565297,0.18009763927244174,0.18942559204177176,0.18547147518131704,0.1700878647222665,0.18562143666172365
22,AS14.01,1032.0,0.6947368421052633,0.14046277790128148,0.1853056006565297,0.18009763927244174,0.18942559204177176,0.18547147518131704,0.1700878647222665
23,AS14.01,1056.0,0.631578947368421,0.17200294760801413,0.14046277790128148,0.1853056006565297,0.18009763927244174,0.18942559204177176,0.18547147518131704
24,AS14.01,1080.0,0.6710526315789473,0.1982148956146264,0.17200294760801413,0.14046277790128148,0.1853056006565297,0.18009763927244174,0.18942559204177176
25,AS14.01,1104.0,0.7894736842105263,0.161156602352195,0.1982148956146264,0.17200294760801413,0.14046277790128148,0.1853056006565297,0.18009763927244174
26,AS14.01,1128.0,0.6631578947368422,0.1848708900057684,0.161156602352195,0.1982148956146264,0.17200294760801413,0.14046277790128148,0.1853056006565297
27,AS14.01,1152.0,0.5368421052631579,0.1629146207670079,0.1848708900057684,0.161156602352195,0.1982148956146264,0.17200294760801413,0.14046277790128148
28,AS14.01,1176.0,0.6631578947368422,0.16017005763587033,0.1629146207670079,0.1848708900057684,0.161156602352195,0.1982148956146264,0.17200294760801413
29,AS14.01,1200.0,0.5684210526315789,0.15908179594424954,0.16017005763587033,0.1629146207670079,0.1848708900057684,0.161156602352195,0.1982148956146264
30,AS14.01,1224.0,0.6000000000000001,0.18678755657639207,0.15908179594424954,0.16017005763587033,0.1629146207670079,0.1848708900057684,0.161156602352195
31,AS14.01,1248.0,0.7578947368421052,0.16550334742241846,0.18678755657639207,0.15908179594424954,0.16017005763587033,0.1629146207670079,0.1848708900057684
32,AS14.01,1272.0,0.6710526315789473,0.1724686791968646,0.16550334742241846,0.18678755657639207,0.15908179594424954,0.16017005763587033,0.1629146207670079
33,AS14.01,1296.0,0.7263157894736842,0.15951746995949118,0.1724686791968646,0.16550334742241846,0.18678755657639207,0.15908179594424954,0.16017005763587033
34,AS14.01,1320.0,0.6947368421052633,0.16795976631447704,0.15951746995949118,0.1724686791968646,0.16550334742241846,0.18678755657639207,0.15908179594424954
35,AS14.01,1344.0,0.7263157894736842,0.1605003353720761,0.16795976631447704,0.15951746995949118,0.1724686791968646,0.16550334742241846,0.18678755657639207
36,AS14.01,1368.0,0.7263157894736842,0.1718838297351771,0.1605003353720761,0.16795976631447704,0.15951746995949118,0.1724686791968646,0.16550334742241846
37,AS14.01,1392.0,0.6631578947368422,0.175844076081814,0.1718838297351771,0.1605003353720761,0.16795976631447704,0.15951746995949118,0.1724686791968646
38,AS14.01,1416.0,0.7263157894736842,0.17125857554594287,0.175844076081814,0.1718838297351771,0.1605003353720761,0.16795976631447704,0.15951746995949118
39,AS14.01,1440.0,0.7105263157894737,0.17009050922417926,0.17125857554594287,0.175844076081814,0.1718838297351771,0.1605003353720761,0.16795976631447704
40,AS14.01,1464.0,0.7263157894736842,0.17117667400696604,0.17009050922417926,0.17125857554594287,0.175844076081814,0.1718838297351771,0.1605003353720761
41,AS14.01,1488.0,0.631578947368421,0.21640442840091428,0.17117667400696604,0.17009050922417926,0.17125857554594287,0.175844076081814,0.1718838297351771
42,AS14.01,1512.0,0.7578947368421052,0.14498644179281356,0.21640442840091428,0.17117667400696604,0.17009050922417926,0.17125857554594287,0.175844076081814
43,AS14.01,1536.0,0.7894736842105263,0.17772194799093186,0.14498644179281356,0.21640442840091428,0.17117667400696604,0.17009050922417926,0.17125857554594287
44,AS14.01,1560.0,0.7263157894736842,0.16581814799823758,0.17772194799093186,0.14498644179281356,0.21640442840091428,0.17117667400696604,0.17009050922417926
45,AS14.01,1584.0,0.7894736842105263,0.2100613270561618,0.16581814799823758,0.17772194799093186,0.14498644179281356,0.21640442840091428,0.17117667400696604
46,AS14.01,1608.0,0.7894736842105263,0.1904831404030079,0.2100613270561618,0.16581814799823758,0.17772194799093186,0.14498644179281356,0.21640442840091428
52,AS14.02,120.0,0.7105263157894737,0.12446074688063145,0.07715003325036017,0.0781669999391442,0.07994871196811561,0.1079618739752011,0.09743134108233542
53,AS14.02,144.0,0.5526315789473684,0.07937566353357943,0.12446074688063145,0.07715003325036017,0.0781669999391442,0.07994871196811561,0.1079618739752011
54,AS14.02,168.0,0.513157894736842,0.08043416788037559,0.07937566353357943,0.12446074688063145,0.07715003325036017,0.0781669999391442,0.07994871196811561
55,AS14.02,192.0,0.5368421052631579,0.07537996737660266,0.08043416788037559,0.07937566353357943,0.12446074688063145,0.07715003325036017,0.0781669999391442
56,AS14.02,216.0,0.75,0.0985663857078878,0.07537996737660266,0.08043416788037559,0.07937566353357943,0.12446074688063145,0.07715003325036017
57,AS14.02,240.0,0.6631578947368422,0.08491109422221019,0.0985663857078878,0.07537996737660266,0.08043416788037559,0.07937566353357943,0.12446074688063145
58,AS14.02,264.0,0.6710526315789473,0.08872987252642278,0.08491109422221019,0.0985663857078878,0.07537996737660266,0.08043416788037559,0.07937566353357943
59,AS14.02,288.0,0.6000000000000001,0.07324873956449883,0.08872987252642278,0.08491109422221019,0.0985663857078878,0.07537996737660266,0.08043416788037559
60,AS14.02,312.0,0.6710526315789473,0.10883924874370177,0.07324873956449883,0.08872987252642278,0.08491109422221019,0.0985663857078878,0.07537996737660266
61,AS14.02,336.0,0.631578947368421,0.08591668297974944,0.10883924874370177,0.07324873956449883,0.08872987252642278,0.08491109422221019,0.0985663857078878
62,AS14.02,360.0,0.6631578947368422,0.08109455384535127,0.08591668297974944,0.10883924874370177,0.07324873956449883,0.08872987252642278,0.08491109422221019
63,AS14.02,384.0,0.6947368421052633,0.07841161032806779,0.08109455384535127,0.08591668297974944,0.10883924874370177,0.07324873956449883,0.08872987252642278
64,AS14.02,408.0,0.5368421052631579,0.08101874934877717,0.07841161032806779,0.08109455384535127,0.08591668297974944,0.10883924874370177,0.07324873956449883
65,AS14.02,432.0,0.43421052631578944,0.08516736493281837,0.08101874934877717,0.07841161032806779,0.08109455384535127,0.08591668297974944,0.10883924874370177
66,AS14.02,456.0,0.5368421052631579,0.07790804280485543,0.08516736493281837,0.08101874934877717,0.07841161032806779,0.08109455384535127,0.08591668297974944
67,AS14.02,480.0,0.6947368421052633,0.0798575994547418,0.07790804280485543,0.08516736493281837,0.08101874934877717,0.07841161032806779,0.08109455384535127
68,AS14.02,504.0,0.2368421052631579,0.0741310162433052,0.0798575994547418,0.07790804280485543,0.08516736493281837,0.08101874934877717,0.07841161032806779
69,AS14.02,528.0,0.6000000000000001,0.1070663708830802,0.0741310162433052,0.0798575994547418,0.07790804280485543,0.08516736493281837,0.08101874934877717
70,AS14.02,552.0,0.513157894736842,0.08043461225542756,0.1070663708830802,0.0741310162433052,0.0798575994547418,0.07790804280485543,0.08516736493281837
71,AS14.02,576.0,0.6710526315789473,0.08384665538794761,0.08043461225542756,0.1070663708830802,0.0741310162433052,0.0798575994547418,0.07790804280485543
72,AS14.02,600.0,0.6710526315789473,0.0846975225152454,0.08384665538794761,0.08043461225542756,0.1070663708830802,0.0741310162433052,0.0798575994547418
73,AS14.02,624.0,0.5526315789473684,0.07885457337018313,0.0846975225152454,0.08384665538794761,0.08043461225542756,0.1070663708830802,0.0741310162433052
74,AS14.02,648.0,0.4736842105263158,0.08638194047302107,0.07885457337018313,0.0846975225152454,0.08384665538794761,0.08043461225542756,0.1070663708830802
